URL,Is 404,Status Code,Response Time,Error
https://waymotorworks.com/manufacturers/?page=117,False,200,1.102,
https://www.waymotorworks.com/accessories/index5.html?js=n,False,200,1.278,
http://www.waymotorworks.com/used-exhaust-cam-n14-engine.html,True,404,1.168,HTTP Error 404: Not Found
https://www.waymotorworks.com/aft-water-pump-pulley-r55-r56-r57-r58-r59-r60-r61.html,False,200,1.699,
http://www.waymotorworks.com/milltek-valvesonic-exhaust-for-f56-mini-cooper-s.html,False,200,1.589,
http://www.waymotorworks.com/12-roadster-r59/maintenance/all/index3.html?js=n,False,200,1.489,
http://www.waymotorworks.com/h-r-sport-springs-fiat-124-spider.html,False,200,1.471,
http://www.waymotorworks.com/used-a-c-hose-from-compressor-to-evaporator-r50-r52-r53.html,False,200,1.789,
http://www.waymotorworks.com/n12-n16-cam-sprocket-bolts-r55-r56-r57-r58-r59-r60-r61-cooper-non-s.html,False,200,1.747,
https://www.waymotorworks.com/john-cooper-works-n14-complete-engine.html,False,200,1.541,
https://www.waymotorworks.com/turbocharger-oil-line-banjo-bolts-r55-r56-r57-r58-r59-r60-r61.html,False,200,1.595,
https://www.waymotorworks.com/used-parts/index4.html,False,200,1.553,
https://www.waymotorworks.com/used-parts/index9.html,False,200,1.727,
http://www.waymotorworks.com/zimmerman-brake-rotors-f54-f55-f56-f57-cooper-non-s.html,False,200,1.811,
http://www.waymotorworks.com/wmw-supercharger-pulley-bolts.html,False,200,1.603,
https://www.waymotorworks.com/12-coupe-s-r58/handling/suspension/braces-bushings-plates/index2.html,False,200,1.907,
http://www.waymotorworks.com/12-coupe-r58-exterior-wheel-stuff/index2.html?sort=price,False,200,1.325,
http://www.waymotorworks.com/maintenance/index17.html,False,200,1.31,
https://www.waymotorworks.com/maintenance/index6.html?sort_direction=1,False,200,1.38,
https://www.waymotorworks.com/specials-and-used-parts/index12.html,False,200,1.332,
https://www.waymotorworks.com/used-fuel-filter-assembly-r52-r53-cooper-s.html,False,200,1.335,
https://www.waymotorworks.com/11-countryman-s-r60/maintenance/index4.html,False,200,1.344,
https://www.waymotorworks.com/09-cooper-cabrio-r57/index8.html?js=n,False,200,1.533,
http://www.waymotorworks.com/h-r-adjustable-22mm-rear-sway-bar.html,False,200,1.735,
http://www.waymotorworks.com/08-10-clubman-r55/index25.html,False,200,1.327,
https://www.waymotorworks.com/supercharger-inlet-tube-r52-r53.html,False,200,1.466,
http://www.waymotorworks.com/12-roadster-s-r59/handling/index4.html,False,200,1.473,
https://www.waymotorworks.com/performance/drivetrain/index7.html?js=n,False,200,1.569,
